,NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID
516,"Lider Peças Shineray Centro: Peças, Motos, Carenagem, em Fortaleza CE",4.5,45 comentários,"R. Gen. Clarindo de Queiroz, 770 - Loja 04 - Centro, Fortaleza - CE, 60035-130","Loja de peças para motocicletas em Fortaleza, Ceará",,drive thru
517,Kiosk Hospitalar,5.0,3 comentários,"R. Barão do Rio Branco, 1921 - Centro, Fortaleza - CE, 60025-061","Loja de artigos hospitalares em Fortaleza, Ceará",,drive thru
518,"Fort Tudo | Artigos de Decoração, Brinquedos, Utilidades, Bebê, Caça e Pesca em Fortaleza",4.4,3.908 comentários,"R. Gen. Sampaio, 1300 - Centro, Fortaleza - CE, 60020-031","Loja de departamento em Fortaleza, Ceará",20 min a 1 h,drive thru
519,SUPER SAFRA DISTRIBUIDORA DE ALIMENTOS EIRELI,4.3,3 comentários,"Rua Governador Sampaio, 338 - Centro, Fortaleza - CE, 60055-050","Atacadista em Fortaleza, Ceará",,drive thru
520,Cake Mania By Adriana Pessoa,4.5,24 comentários,"Alameda Nadja, 334 - Quadra 8 - Cidade 2000, Fortaleza - CE, 60190-230",Confeitaria,,drive thru
521,Boa Opção,4.8,5 comentários,"Rua Bárbara de Alencar, 310 - Centro, Fortaleza - CE, 60140-000","Loja de calçado em Fortaleza, Ceará",,drive thru
522,COMFER - Material de Construção no Centro de Fortaleza,4.7,7 comentários,"R. Pinto Madeira, 11 - Centro, Fortaleza - CE, 60150-000","Loja de materiais de construção em Fortaleza, Ceará",,drive thru
523,Bolos confeitados - Bolos em fortaleza - Kátia Silva Cakes - Fortaleza (CE),5.0,6 comentários,"R. Marconi, 85 - Farias Brito, Fortaleza - CE, 60015-190",Confeitaria,,drive thru
524,Folha Leve,4.6,54 comentários,"Av. Alberto Nepomuceno, 113 - loja 56 - Centro, Fortaleza - CE, 60030-010","Loja de moda feminina em Fortaleza, Ceará",,drive thru
525,"Talismã Essências: Perfume, Difusores, Óleos Essenciais, Perfumaria, Fortaleza CE",4.7,32 comentários,"R. Pedro 1, 725 - Centro, Fortaleza - CE, 60035-100","Perfumaria em Fortaleza, Ceará",25 min,drive thru
526,Lili Bolsas,4.4,51 comentários,"R. Major Facundo, 434a - Centro, Fortaleza - CE, 60025-100","Loja de malas e bolsas em Fortaleza, Ceará",15 min a 1 h,drive thru
527,Casa Fátima,4.4,249 comentários,"R. Liberato Barroso, 41 - Centro, Fortaleza - CE, 60030-160","Armarinho em Fortaleza, Ceará",15 min,drive thru
528,Digital Fotos,4.7,61 comentários,"R. Sen. Pompeu, 1391 - Centro, Fortaleza - CE, 60025-001","Loja de artigos para fotografia em Fortaleza, Ceará",20 min,drive thru
529,DISTRIBUIDORA TROPICAL PNEUS(VENDAS ATACADO),4.4,25 comentários,"Rua 24 de Maio, 1115 - Centro, Fortaleza - CE, 60020-001","Serviço de distribuição em Fortaleza, Ceará",,drive thru
530,GoldenKap,4.8,82 comentários,"Rua Gervásio Gurgel, 23 - Centro, Fortaleza - CE, 60060-100","Loja de tapetes em Fortaleza, Ceará",,drive thru
531,Elétrica Fortaleza,5.0,3 comentários,"R. Pedro 1, 639 - Centro, Fortaleza - CE, 60035-100","Loja de materiais elétricos em Fortaleza, Ceará",,drive thru
532,Catedral Tecidos,4.5,417 comentários,"Rua General Bezerril, 48 - Centro, Fortaleza - CE, 60055-100","Loja de tecidos em Fortaleza, Ceará",25 min a 1 h,drive thru
533,Moto Bonas,4.1,27 comentários,"Rua 24 de Maio, 1162 - Centro, Fortaleza - CE, 60020-001","Loja de peças para motocicletas em Fortaleza, Ceará",,drive thru
534,Herbalife Fortaleza,5.0,Um comentário,"R. José Gomes de Moura, 91 - José Bonifacio, Fortaleza - CE, 60040-010","Loja de vitaminas e suplementos em Fortaleza, Ceará",,drive thru
535,Jô Case,3.8,4 comentários,"R. Barão do Rio Branco, 952 - Centro, Fortaleza - CE, 60025-060","Loja de celulares em Fortaleza, Ceará",,drive thru
536,Ópticas Itamaraty- Centro Fortaleza,4.9,329 comentários,"R. Liberato Barroso, 17 - Centro, Fortaleza - CE, 60030-160","Ótica em Fortaleza, Ceará","25 min a 1,5 h",drive thru
537,Prefeitura Municipal de Fortaleza | Paço Municipal,3.7,144 comentários,"Rua São José, 01 - Centro, Fortaleza - CE, 60060-170","Prefeitura em Fortaleza, Ceará",,drive thru
538,"Anmap Metais: Fita Nylon, Fivela, Rebite, Mosquetao, Acessorios PET, Fortaleza CE",5.0,138 comentários,"R. Sen. Alencar, 760 - Centro, Fortaleza - CE, 60030-050","Loja de suprimentos para animais de estimação em Fortaleza, Ceará",15 min,drive thru
539,Senhorita Pink,,,"Rua São José, 84 - Banca 177 - Centro, Fortaleza - CE, 60060-170",,,drive thru
540,Infortudo,4.6,13 comentários,"Rua Perboyre e Silva, 60 - Centro, Fortaleza - CE, 60030-200","Loja de informática em Fortaleza, Ceará",,drive thru
541,Galeria Itália,5.0,7 comentários,"Rua General Bezerril 706, R. Edgar Borges, 77 - Centro, Fortaleza - CE, 60055-100","Loja de moda feminina em Fortaleza, Ceará",,drive thru
542,Edson Livros,4.5,2 comentários,"Rua General Bezerril, 390 - Centro, Fortaleza - CE, 60055-100","Livraria em Fortaleza, Ceará",,drive thru
543,CABEMCE - Caixa Beneficente dos Militares do Ceará,4.1,60 comentários,"Av. Domingos Olímpio, 1589 - Farias Brito, Fortaleza - CE, 60015-103","Assistente social em Fortaleza, Ceará",,drive thru
544,Master Clinica,5.0,4 comentários,"Rua Pedro Pereira 460 sala 308 3* Andar - Centro, Fortaleza - CE, 60035-000","Clínica oftalmológica em Fortaleza, Ceará",,drive thru
545,Livraria 4 Idiomas,3.9,51 comentários,"Praça dos Leões - Rua General Bezerril, 396 - Centro, Fortaleza - CE, 60055-100","Livraria em Fortaleza, Ceará",,drive thru
546,KSA Conceito,5.0,32 comentários,"R. Andrade Furtado, 2530 - Manuel Dias Branco, Fortaleza - CE, 60191-345","Loja de roupa em Fortaleza, Ceará",,drive thru
547,Rey Cell,4.9,19 comentários,"Loja 05 - Mercadão Shopping, Rua 24 de Maio, 411 - Centro, Fortaleza - CE, 60020-000","Loja de celulares em Fortaleza, Ceará",10 min,drive thru
548,Dulare Móveis e Eletros,1.4,70 comentários,"R. Barão do Rio Branco, 1189 - Centro, Fortaleza - CE, 60025-060","Loja de móveis em Fortaleza, Ceará",,drive thru
549,Flávio Pulseiras e Fornituras,4.2,61 comentários,"Galeria Pedro Jorge, R. Sen. Pompeu, 834 - Loja 33 - Centro, Fortaleza - CE, 60025-000","Loja de variedades em Fortaleza, Ceará",,drive thru
550,Yexb Jeans,,,"Av. Visconde do Rio Branco, 1592 - Centro, Fortaleza - CE, 60055-170",,,drive thru
551,"Anmap Sintéticos: Fivelas, Aviamentos, Fitas para alças, Carpete, Fortaleza CE",5.0,117 comentários,"Av. Tristão Gonçalves, 199 - Centro, Fortaleza - CE, 60015-000","Loja de artigos de couro em Fortaleza, Ceará",,drive thru
552,Ponto Das Crianças,4.9,19 comentários,"R. Edgar Borges, 28 - Centro, Fortaleza - CE, 60050-000","Loja para bebê em Fortaleza, Ceará",,drive thru
553,Miranda biju,5.0,Um comentário,"R. Sobral, 160 - loja 59 - Centro, Fortaleza - CE, 60030-030","Loja de acessórios de moda em Fortaleza, Ceará",,drive thru
554,"Irmão Luis Conserto de Óculos: Armação, Haste, Perna, Centro, Fortaleza CE",4.9,17 comentários,"R. Guilherme Rocha, 253 - 8º andar - Centro, Fortaleza - CE, 60030-140","Ótica em Fortaleza, Ceará",,drive thru
555,Groaíras Variedades,4.6,14 comentários,"R. Gen. Sampaio, 599 - Centro, Fortaleza - CE, 60020-030","Loja de variedades em Fortaleza, Ceará",,drive thru
556,Óculos Atípico,3.8,6 comentários,"Rua Barão do Rio Branco 1182 Shopping Camelo 2 - Centro, Fortaleza - CE, 60025-060","Ótica em Fortaleza, Ceará",15 min,drive thru
557,SM DANI,,,"Av. Visconde do Rio Branco, 1605 - Centro, Fortaleza - CE, 60055-170",,,drive thru
558,Arrasa Pet - Fabricante De Acessórios Pet,4.6,10 comentários,"R. Sen. Pompeu, 856 - loja 90 - Centro, Fortaleza - CE, 60025-000","Pet shop em Fortaleza, Ceará",,drive thru
559,Trok Tok Musical,4.6,602 comentários,"R. Pedro Pereira, 604 - Centro, Fortaleza - CE, 60035-000","Loja de instrumentos musicais em Fortaleza, Ceará",15 min a 1 h,drive thru
560,"Anmap Borracha: Tatame, EVA, Grama Sintetica, Piso Emborrachado, Fortaleza CE",5.0,136 comentários,"R. Sen. Alencar, 652 - Centro, Fortaleza - CE, 60030-050","Fornecedor de produtos de borracha em Fortaleza, Ceará",20 min,drive thru
561,Casa Católica - Artigos Religiosos,4.7,16 comentários,"R. Major Facundo, 353 - Centro, Fortaleza - CE, 60025-100","Loja de artigos religiosos em Fortaleza, Ceará",,drive thru
562,Nacional Dental,4.5,116 comentários,"Rua: Marcondes Pereira, 550 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060","Loja em Fortaleza, Ceará",15 min,drive thru
563,Perfil Molduras | Quadros e Espelhos em Fortaleza,4.7,422 comentários,"R. Vinte e Cinco de Março, 375 - Centro, Fortaleza - CE, 60060-120","Loja de molduras em Fortaleza, Ceará",15 min,drive thru
564,Megacell Fortaleza,,,"Barão do rio Branco 1121, R. Liberato Barroso, 131, Fortaleza - CE, 60025-060",,,drive thru
565,Distribuidora Lisboa,4.1,23 comentários,"Distribuidora Lisboa - R. Visc. Sabóia, 116 - Centro, Fortaleza - CE, 60030-090","Depósito em Fortaleza, Ceará",,drive thru
566,Tele Eletrônica Som e Instrumentos Musicais,4.5,939 comentários,"R. Pedro Pereira, 518 - Centro, Fortaleza - CE, 60035-000","Loja de instrumentos musicais em Fortaleza, Ceará",20 min a 1 h,drive thru
567,Almeida Costura,4.9,295 comentários,"R. Pedro 1, 587 - Centro, Fortaleza - CE, 60035-100","Loja de máquinas de costura em Fortaleza, Ceará",,drive thru
568,Espaço Herbalife Nutrition - @EVSSETPLUS,5.0,2 comentários,"Edifício Palácio Progresso - R. Pedro Borges, 33 - 3° andar sala 303 - Centro, Fortaleza - CE, 60055-110",Casa de chá,,drive thru
569,"Fortaleza, Ceará",,,"Rodolfo Teófilo, Fortaleza - CE, 60430-120",,,drive thru
570,"ÓPTICA SUPER VISION - Óculos de grau, Lentes de Contato e Exame de Vista.",5.0,13 comentários,"R. Pedro Pereira, 460 - sala 314, 3ºandar - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru
571,Fortaleza Ceará,,,"R. K Lt Cidade Verde, 63 - São Bento, Fortaleza - CE, 60875",,,drive thru
572,Fortaleza Ceará,,,"Rua Nossa Senhora de Fátima, 1827 - Canindezinho, Fortaleza - CE, 60731-455",,,drive thru
573,Bellatex,4.7,96 comentários,"Avenida Imperador, 666 - Centro, Fortaleza - CE, 60015-050","Loja de tecidos em Fortaleza, Ceará",20 min a 1 h,drive thru
574,Dental Fortaleza Ltda,4.6,13 comentários,"Rua do Rosário, 46 - Centro, Fortaleza - CE, 60055-090","Loja de produtos odontológicos em Fortaleza, Ceará",,drive thru
575,ÓTICA DIGITAL,4.8,4 comentários,"R. da Assunção, 517 - José Bonifacio, Fortaleza - CE, 60050-010","Ótica em Fortaleza, Ceará",,drive thru
576,Wlb Adesivos,4.0,65 comentários,"rua general clarindo de queiroz 862, R. Gen. Clarindo de Queiroz, 976 - Centro, Fortaleza - CE, 60035-130","Loja de peças para motocicletas em Fortaleza, Ceará",,drive thru
577,Center Suplementos,4.6,82 comentários,"R. Barão do Rio Branco, 1737 - Centro, Fortaleza - CE, 60025-061",Loja de vitaminas e suplementos,,drive thru
578,Oliveira Água,,,"R. Barão de Aratanha, 438 - José Bonifacio - Centro, Fortaleza - CE, 60050-071",,,drive thru
579,Ótica Safira Conceito,5.0,2 comentários,"R. Pedro Pereira, 491 - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru
580,Miss Justi / Loja infantil / Centro Fashio Fortaleza,5.0,2 comentários,"Avenida Filomeno Gomes, 4030. Setor Azul, Rua Governador Sampaio, 1155 - Jacarecanga, Fortaleza - CE, 60010-280","Loja de moda infantil em Fortaleza, Ceará",,drive thru
581,Óculos em Foco Centro,5.0,194 comentários,"R. Barão do Rio Branco, 1236 - Sala 308 - Centro, Fortaleza - CE, 60025-060","Ótica em Fortaleza, Ceará",,drive thru
582,Vilmar Motos,4.3,114 comentários,"R. Gen. Clarindo de Queiroz, 1000 - Centro, Fortaleza - CE, 60035-130","Loja de peças para motocicletas em Fortaleza, Ceará",20 min,drive thru
583,WL Móveis & Colchões,5.0,5 comentários,"R. Edgar Borges, 81 - Centro, Fortaleza - CE, 60050-000","Loja de móveis em Fortaleza, Ceará",,drive thru
584,mendes moda fitnnes,,,"R. Franklin Távora - Centro, Fortaleza - CE, 60150-110",,,drive thru
585,"Lima Ateliê: Serviços de Bordado, Tecidos, Aviamentos e Artesanato",4.1,7 comentários,"R. Pedro 1, 618 - Centro, Fortaleza - CE, 60035-100","Loja de bordados em Fortaleza, Ceará",,drive thru
586,Ótica Ágape,5.0,5 comentários,"R. Pedro Pereira, 208 - Centro, Fortaleza - CE, 60035-000","Ótica em Fortaleza, Ceará",,drive thru
587,Fortaleza Hospitalar,4.5,16 comentários,"R. Barão do Rio Branco, 1889 - Centro, Fortaleza - CE, 60025-062","Loja de artigos hospitalares em Fortaleza, Ceará",,drive thru
588,Carimbos Automáticos Carimbos Madeira em Geral,5.0,Um comentário,"ao Lado do Bradesco dos Peixinhos, R. Barão do Rio Branco, 1302 - Centro, Fortaleza - CE, 60000-000","Loja de móveis para escritório em Fortaleza, Ceará",,drive thru
589,Itibaby,4.4,18 comentários,"R. Edgar Borges, 54 - Centro, Fortaleza - CE, 60050-000","Loja infantil em Fortaleza, Ceará","25 min a 1,5 h",drive thru
590,Armarinho em Fortaleza | Cia do Ziper - Centro - Fortaleza-CE,,,"R. Pedro 1, 596 - Centro, Fortaleza - CE, 60035-100",,,drive thru
591,Beiramar Tintas Ltda,4.9,32 comentários,"Av. Dom Manuel, 1096 - Centro, Fortaleza - CE, 60060-091","Loja de tintas em Fortaleza, Ceará",,drive thru
592,Narciso Enxovais,4.2,120 comentários,"R. Gen. Sampaio, 1003 - Centro, Fortaleza - CE, 60020-030","Loja de artigos domésticos em Fortaleza, Ceará",15 min,drive thru
593,SCOTCH a marca do gato,,,"Rua Governador Sampaio, n 125 - Centro, Fortaleza - CE, 60055-050",,,drive thru
594,Power EPI,4.2,34 comentários,"Av. Domingos Olímpio, 230 - José Bonifacio, Fortaleza - CE, 60060-360","Loja em Fortaleza, Ceará",20 min,drive thru
